stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\marth\Documents\GitHub\TP5-EDA\TP5EDA\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28691] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28693] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28695] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28697] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28699] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28700] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28702] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.28704] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.28707] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.28709] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.28711] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28739] added dtor for bitmap 058AF1C0, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28777] opening wwalk-F12.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28810] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28814] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28818] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28821] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28831] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28839] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28843] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28846] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.28853] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.28857] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.28860] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.28864] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.28867] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28937] added dtor for bitmap 058A83F8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.29008] opening wwalk-F13.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29034] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29038] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29041] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29043] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29045] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29047] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29049] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29051] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29053] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.29056] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.29060] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.29063] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.29066] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29098] added dtor for bitmap 058A8570, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.29154] opening wwalk-F14.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29183] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29187] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29190] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29194] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29197] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29200] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29204] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29207] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29210] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.29214] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.29217] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.29221] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.29224] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29259] added dtor for bitmap 05935720, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.29429] opening wwalk-F15.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29450] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29453] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29455] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29457] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29459] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29461] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29463] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29465] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29467] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.29468] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.29470] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.29472] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.29474] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29495] added dtor for bitmap 05941980, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.29531] opening wjump-F1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29545] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29548] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29550] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29552] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29554] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29556] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29557] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29559] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29562] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.29564] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.29566] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.29569] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.29571] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29588] added dtor for bitmap 05948EE8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.29622] opening wjump-F2.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29637] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29639] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29641] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29643] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29645] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29647] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29649] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29651] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29653] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.29655] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.29657] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.29659] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.29661] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29682] added dtor for bitmap 059497B8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.29717] opening wjump-F3.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29731] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29734] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29736] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29738] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29740] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29742] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29744] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29745] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29747] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.29749] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.29751] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.29754] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.29756] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29774] added dtor for bitmap 05949350, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.29808] opening wjump-F4.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29822] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29825] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29827] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29829] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29831] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29833] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29835] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29837] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29838] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.29840] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.29842] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.29844] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.29846] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29868] added dtor for bitmap 05948D70, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.29910] opening wjump-F5.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29933] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29937] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29940] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29944] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29947] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29951] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29954] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29957] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.29961] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.29964] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.29967] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.29971] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.29974] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.29997] added dtor for bitmap 05949060, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.30033] opening wjump-F6.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30051] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30053] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30055] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30057] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30059] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30061] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30063] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30065] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30067] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.30069] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.30071] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.30073] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.30075] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.30105] added dtor for bitmap 05948BF8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.30146] opening wjump-F7.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30168] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30172] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30175] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30178] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30181] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30184] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30187] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30190] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30193] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.30197] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.30200] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.30203] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.30207] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.30237] added dtor for bitmap 05949640, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.30274] opening wjump-F8.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30292] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30295] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30297] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30299] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30301] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30303] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30305] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30307] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30309] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.30311] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.30313] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.30315] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.30317] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.30341] added dtor for bitmap 05949930, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.30384] opening wjump-F9.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30411] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30415] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30418] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30421] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30424] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30427] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30430] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30434] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30437] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.30441] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.30445] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.30448] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.30452] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.30493] added dtor for bitmap 059494C8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.30551] opening wjump-F10.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30607] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30612] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30615] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30619] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30622] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30625] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30628] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30631] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30634] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.30638] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.30641] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.30645] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.30649] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.30693] added dtor for bitmap 059491D8, func 0F062252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.30739] opening wwalk-F1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30765] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30769] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30772] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30775] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30778] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30782] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30785] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30788] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30791] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.30794] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.30798] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.30801] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.30805] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.30834] added dtor for bitmap 0598A578, func 0F062252
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31822] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31840] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32309] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32316] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32671] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32678] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32720] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32724] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32738] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32742] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32755] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32759] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32772] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32775] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32788] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32791] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32803] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32805] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32817] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32821] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32834] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32837] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32848] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32851] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32862] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32864] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32875] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32878] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32889] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32891] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32902] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32905] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32919] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32922] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32936] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32939] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32952] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32955] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32969] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32971] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.32986] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.32989] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.33003] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.33006] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.33021] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.33024] _al_d3d_sync_bitmap (video) ref count == 1
